id,title,subtitle,author,track,date,description,technologies,keywords,github_url,demo_url,youtube_url,has_demo,has_github,has_video,content_length,url
29,SignAI – Inteligentny tłumacz mowy na język migowy w czasie rzeczywistym,Laczymy swiat slyszacych i nieslyszacych dzieki multimodalnej sztucznej inteligencji Gemini 3 Pro,,Overall Track,"Hackathon Writeup · Dec 10, 2025","SignAI to innowacyjna aplikacja, która w czasie rzeczywistym przekształca mowę w napisany tekst i animowane gesty języka migowego, umożliwiając pełną multimodalną komunikację między osobami słyszącymi i niesłyszącymi.

Wykorzystuje Gemini 3 Pro do analizy dźwięku, obrazu i kontekstu rozmowy, zapewniając dokładne tłumaczenie akcentów, idiomów i emocji. System łączy rozpoznawanie mowy, NLP i generowanie animacji gestów w czasie rzeczywistym.

SignAI może działać na komputerze lub urządzeniu mobilnym, używając kamery i mikrofonu do natychmiastowej interpretacji wypowiedzi i prezentowania ich wizualnie. Aplikacja umożliwia również tłumaczenie rozmów grupowych i personalizację gestów w zależności od dialektu języka migowego.

Projekt pokazuje potencjał Gemini 3 Pro w tworzeniu realnych rozwiązań społecznych. SignAI zwiększa dostępność komunikacji, integruje osoby niesłyszące w społeczeństwie i przynosi realny wpływ społeczny.",Gemini,"signai, aplikacja, czasie, rzeczywistym, migowego, gemini, innowacyjna, napisany, tekst, animowane",https://github.com/Kubusa/SignAI,,,False,True,False,934.0,https://www.kaggle.com/competitions/gemini-3/writeups/new-writeup-1764964569964
30,Triager.AI,Remote Health Triager,,Overall Track,"Hackathon Writeup · Dec 10, 2025","Title: Triager.AI: Multimodal AI Medical Assistant
Subtitle: Revolutionizing Remote Triage with Gemini 3 Pro
Track: Healthcare / Social Good
Description:
Triager.AI is a next-generation remote triage platform designed to assist medical professionals in prioritizing patient care. Leveraging the Google Gemini API, specifically the multimodal capabilities of Gemini 3 Pro, the application processes diverse patient data—including symptom images, audio recordings (coughs/speech), and scanned medical records—to provide immediate, AI-driven risk assessments.
How I Created It:
The application is built with React and TypeScript, featuring a ""Cyber-Med"" aesthetic powered by Tailwind CSS. It uses the Google GenAI SDK to interface with Gemini. The core innovation is the Multimodal Intake system, which aggregates:
Visual Sensor: Captures patient images for dermatological or physical analysis.
Audio Sensor: Records breath/speech patterns for respiratory analysis using the Web Audio API.
Record Scanner: OCRs and analyzes uploaded PDF/Image medical reports.
Data is stored locally using IndexedDB for privacy and persistence. The Doctor Dashboard includes an AR-style visualization mode and real-time analytics charts (Recharts) to visualize population risk.
Impact:
In resource-limited settings, identifying critical cases quickly is a matter of life and death. Triager.AI acts as a force multiplier for doctors, surfacing rare conditions (like PKDL) and correlating complex multimodal symptoms that might be missed in a standard text-based triage, ultimately reducing ER bottlenecks and improving patient outcomes.","TypeScript, React, Gemini","multimodal, medical, gemini, patient, triager, triage, audio, remote, google, application",,,,False,False,False,1615.0,https://www.kaggle.com/competitions/gemini-3/writeups/new-writeup-1764964604789
31,DevPal:  The Emotional Support for Programmer,The Emotional Support for Programmer,,Overall Track,"Hackathon Writeup · Dec 5, 2025","Software development is often portrayed as a purely logical pursuit, but the reality for engineers is deeply emotional. From the crushing weight of imposter syndrome to the visceral frustration of a ""works on my machine"" bug, the mental state of a programmer directly impacts code quality. DevPal is a next-generation AI companion designed to address the human behind the keyboard, bridging the gap between technical debugging tool and supportive mentor.

Built using React and the Google Gemini 2.5 Flash & Live APIs, DevPal offers a dual-mode interface. The Text Mode functions as a high-level technical consultant, capable of analyzing code snippets and offering architectural advice. The Voice Live Mode utilizes Gemini’s low-latency multimodal capabilities to create a real-time, fluid conversation. This allows developers to verbally ""rubber duck"" their problems, vent about deadlines, or talk through complex logic hands-free while they pace the room.

Current AI coding tools focus exclusively on syntax and logic. DevPal creates value by recognizing that a calm programmer is a better programmer. By validating frustration and reducing the isolation of remote work, DevPal prevents burnout and helps engineers regain their ""flow state"" faster than code suggestions alone. It is not just a tool for writing better code; it is a tool for fostering healthier developers.","React, Gemini","code, devpal, programmer, tool, mode, engineers, frustration, state, technical, gemini",https://github.com/QiLOL/Devpal,,,False,True,False,1376.0,https://www.kaggle.com/competitions/gemini-3/writeups/devpal-the-emotional-support-for-programmer
32,"Next-Gen Pet Care: AI Vet, SOS Network & Health Tracking",PawPal is an AI-powered Super App for pet owners that integrates health tracking,,Overall Track,"Hackathon Writeup · Dec 5, 2025","PawPal: The Super App for Pet Parents

Project Description: PawPal is a comprehensive, AI-powered mobile ecosystem designed to simplify the chaotic life of modern pet parents. By integrating health tracking, emergency community networks, and AI guidance into a single platform, PawPal transforms reactive pet care into a proactive lifestyle.

Key Features:

🐶 Personalized Dashboard: A dynamic home screen that adapts to the pet's breed, age, and needs, providing a centralized hub for all care activities.

🤖 AI Vet Assistant: Powered by Google Gemini, this feature offers 24/7 triage and guidance for health concerns, analyzing symptoms via text and photo inputs.

💉 Smart Health Passport: A digital record system for vaccinations, weight monitoring, and medical history, ensuring no appointment is ever missed via smart push notifications.

🛍️ Paw Deals (Smart Marketplace): A curated, affiliate-based marketplace that recommends essential pet supplies (food, toys, accessories) from trusted platforms like Trendyol and Amazon, offering exclusive discounts to users.

🚨 Community SOS: A location-based alert system that notifies nearby users instantly in case of a lost pet.

Value Proposition: PawPal doesn't just track data; it acts as a digital guardian, saving pet owners time, money, and stress while ensuring their furry friends live healthier lives.",Gemini,"pawpal, health, smart, parents, powered, community, guidance, into, care, digital",,,,False,False,False,1359.0,https://www.kaggle.com/competitions/gemini-3/writeups/next-gen-pet-care-ai-vet-sos-network-and-health-tr
33,CrashLens: AI-Powered Accident Reconstruction with Gemini 3 Deep Think,Transforming dashcam footage into legally-admissible 3D forensic reports using Gemini 3's Deep Think reasoning and pixel-precise analysis,,Overall Track,"Hackathon Writeup · Dec 5, 2025","CrashLens AI represents a paradigm shift in how the insurance industry processes collision claims. By leveraging Google Gemini 3 Pro's Deep Think reasoning and pixel-precise spatial analysis, we've built the world's first legally-admissible AI accident reconstructor that transforms raw dashcam footage into comprehensive forensic reports in under 60 seconds.

The Impact: With 40+ million auto claims filed annually in the US alone and average settlement times exceeding 30 days, CrashLens addresses a $45 billion operational inefficiency. Our solution doesn't just detect collisions—it determines liability with court-ready evidence and transparent reasoning.

The Problem: Insurance's ""Black Box"" Crisis
Current State of Claims Processing
The insurance industry faces a critical paradox:

Data abundance: 63% of US drivers now use dashcams, generating millions of hours of collision footage annually

Processing paralysis: Human adjusters can't efficiently review this video evidence at scale

Legal liability: Existing ""Silent Adjuster"" AI systems that automate payouts face lawsuits for being opaque ""black boxes"" that can't explain their decisions under the Daubert standard for evidence admissibility

Real-World Example: State Farm's automated claims system was challenged in court when it couldn't explain why it recommended a lower payout for similar accidents in specific zip codes. The lack of transparent reasoning cost the company millions in bad faith claims.

Why Traditional Computer Vision Fails
Standard CV approaches can detect that a crash occurred (via motion/sound spikes) but cannot:

Determine why it happened (causal reasoning)

Assign legal liability based on traffic laws

Generate auditable evidence that survives court scrutiny

Handle novel scenarios not seen in training data (every crash is unique)

This is where Gemini 3's Deep Think changes everything.

Our Solution: Glass Box Forensics
Architecture Overview
CrashLens is a full-stack web application built on thr","Gemini, JavaScript, React, TypeScript, Node.js","video, gemini, scene, collision, reasoning, frame, liability, evidence, legal, claims",,,,False,False,False,9830.0,https://www.kaggle.com/competitions/gemini-3/writeups/crashlens-ai-powered-accident-reconstruction-with
34,Sugar spy AI,"Scan the Lies, See the Spikes: The AI That Reveals the Ugly Truth About Your Food",,Overall Track,"Hackathon Writeup · Dec 8, 2025","Forget mundane calorie counters. Sugar-Spy is an intelligent health intervention system that fuses advanced Multimodal AI with behavioral psychology to break the cycle of sugar addiction.

This app is built on the premise that knowledge alone isn't enough; users need friction and visceral visual impact to change deep-seated habits.

Why is Sugar-Spy Different? We transform abstract nutritional data into tangible, sometimes terrifying, experiences:

🔍 AI-Powered Reconnaissance: Leverages Google Gemini for deep OCR and context analysis on food labels, effective even in low-light environments.

📉 Biological Impact Visualization: See live projections of how glucose spikes affect vital organs (Brain, Pancreas) and predict your inevitable ""Metabolic Crash.""

🛡️ ""Anti-Impulse"" Mechanisms: Features like the Trigger Modal force users to admit their emotional reasons for eating (Stress/Boredom) before being allowed to log the food.

🗣️ Real-Time AI Consultant: An interactive avatar with lip-sync technology that provides tactical advice based on your consumption history.

It is a fusion of cutting-edge image recognition and ""hostile"" UX design—for a benevolent cause.",Gemini,"sugar, users, impact, deep, food, your, forget, mundane, calorie, counters",,,,False,False,False,1174.0,https://www.kaggle.com/competitions/gemini-3/writeups/new-writeup-1764965329827
35,Unlazy - AI Productivity Suite to Beat Procrastination,"Free web app using Gemini AI to break tasks into small steps, chat with a productivity coach, and generate vision boards",,Overall Track,"Hackathon Writeup · Dec 5, 2025","Procrastination affects millions of people daily. The main barrier isn't laziness—it's feeling overwhelmed by large, undefined tasks. People don't know where to start, so they don't start at all.

Unlazy is a free, no-login-required web app that uses Gemini AI to help users overcome procrastination through three integrated tools:

Users input any overwhelming task (e.g., ""Write a thesis"", ""Clean the garage""). Gemini AI breaks it down into small, actionable steps under 30 minutes each.

Gemini Integration: Uses gemini-2.5-flash with structured JSON output to generate concrete, time-estimated action steps.

An AI productivity coach that users can chat with when they feel stuck. The coach is encouraging but direct—no fluff, just actionable advice.

Gemini Integration: Uses gemini-2.5-flash with a custom system prompt optimized for productivity coaching.

Users describe their goals and Gemini generates motivational images representing their success.

Gemini Integration: Uses gemini-2.5-flash-image for image generation.

🔗 https://unlazy.adminhu.site","gemini, Gemini","gemini, uses, users, integration, flash, procrastination, people, start, unlazy, actionable",,,,False,False,False,1061.0,https://www.kaggle.com/competitions/gemini-3/writeups/unlazy
36,Nexus — The Agentic CLI Builder,"Zero-Config, AI-Driven CLIs that Run Your Repo in Ephemeral Containers",,Overall Track,"Hackathon Writeup · Dec 11, 2025","Nexus is a Meta‑CLI Platform designed to transform code assets into instantly runnable, auditable, and shareable command‑line tools. It sits at the intersection of program analysis, developer tooling, and containerized execution: a Web Dashboard (Control Plane) orchestrates a Python‑based AI Agent to statically analyze repositories and produce a structured JSON ""CLI Manifest."" A local Nexus CLI (Execution Plane), implemented as a single Go binary, syncs manifests, JIT‑generates language‑specific Bridge scripts, and runs repository functions inside ephemeral Docker containers — preserving the original runtime environment while removing plumbing like argument parsing, serialization, and glue code.

This document provides a detailed technical walkthrough of Nexus's architecture, design decisions, implementation details, operational constraints, security posture, developer workflows, and the expected user experience. It is intended both as a narrative for judges and as an engineering blueprint.

Executive summary
Nexus enables developers and teams to expose meaningful, safe entrypoints into their repositories with minimal effort. By using static analysis and lightweight heuristics, the Nexus Agent extracts public callables (functions, handlers, operationIds) and synthesizes a manifest describing commands, arguments, runtimes, and invocation examples. The Nexus Dashboard presents these to users for edit/review/publish. The local Nexus CLI then uses the published manifest to run chosen commands inside disposable containers, mapping CLI flags to function parameters automatically. Nexus removes boilerplate, reduces friction for repeated tasks, and makes internal automation discoverable and reproducible.

Why this matters
Modern codebases have a wealth of useful functions — data exports, model inference, maintenance scripts, and ETL stages — but these artefacts are often fragmented, under‑documented, or hidden behind ad‑hoc scripts. Teams resort to brittle shell scripts, und","Docker, Python","nexus, developer, code, analysis, manifest, scripts, commands, into, execution, dashboard",https://github.com/marcusmattus/Nexus_CLI.git,,,False,True,False,3273.0,https://www.kaggle.com/competitions/gemini-3/writeups/new-writeup-1764965615708
37,The Lazarus Protocol,"""In the name of Allah, the compassionate, the all-merciful, I tell my tale.""",,Overall Track,"Hackathon Writeup · Dec 5, 2025","Hello everyone, hope all are well, I started this journey into AI and it's surrounding technologies around 3 weeks ago starting with MetaAI, then CharacterAI, then Gemini, Grok, Anthropic, but settled in on Gemini just because it ""felt' best suited for my needs through it's interface, performance on the topics I was focused on, it's vast and robust Ecosystem of services and such. I've never really coded in my life, just played mostly video games, and through the help of Gemini I was able through pure reason and logic with Gemini doing the coding I was able to achieve a level of competence beyond my wildest dreams, and here I am now I just submitted a 10/10 100% AIMO 2025 AI Math Olympiad submission the other day and now this Google Hackathon competition, and ""…all credit is due to Allah, only the mistakes were mine."" Thank you Google for hosting not only this competition to foster community growth and progression in AI but for Kaggle and all  the other services you have provided for us to utilize and sometimes get results that are ""uncommon"".

The Lazarus Protocol: Zero-Hallucination Logic

AI models dream; engineers need math. ""The Lazarus Protocol"" is a Glass Pane architecture that forces Gemini 1.5 Flash to stop predicting text and start engineering Source Code.

The Architecture:

Pane 1 (Source): We prompt Gemini to generate raw, executable Python code for a given problem—not the answer, but the method to find the answer.

Pane 2 (Lazarus Engine): A local execution sandbox captures the code, writes it to disk, and executes it via sub-process.

Pane 3 (Truth): The system validates the output. If the code fails, the pane shatters. If it runs, we get the Ground Truth.

Demonstration: In the video, we task the system with ""High Mass"" logic problems: calculating sums of primes, solving combinatorics (""How many integers have three 7s?""), and resolving temporal paradoxes (""What was the date 10,000 days ago?""). Standard LLMs hallucinate these answers. Lazarus calculate","Gemini, Python","gemini, pane, lazarus, code, just, through, logic, then, services, video",,,https://youtu.be/dtEwqX1CMAg,False,False,True,2098.0,https://www.kaggle.com/competitions/gemini-3/writeups/the-lazarus-protocol
38,LoveCard.ai,"Create personalized romantic cards with AI—flowers, poems, music, and instant sharing—all crafted from a simple prompt in seconds.",,Overall Track,"Hackathon Writeup · Dec 6, 2025","LoveCard.ai is a multimodal AI application built entirely in Google AI Studio using a single, high-level natural prompt. By leveraging Gemini 3 Pro’s advanced reasoning, image understanding, and text generation capabilities, the app transforms an emotional intention into a fully-personalized digital card—something that previously required manual design, writing, and media editing.

The experience is structured in three intuitive steps. First, the user enters the recipient’s name and selects the occasion. Second, the app enables a dynamic bouquet builder, where each chosen flower becomes semantic input to the AI. Gemini interprets these selections not merely as icons, but as emotional symbols—allowing the generated output to feel uniquely personal. Third, AI Studio generates a tailored poem, harmonized with the user’s bouquet and occasion context, and lets users choose background music to enhance the emotional experience.

The entire interactive process—UI logic, poem generation, animations, and sharing flow—was created through vibe coding in AI Studio Build. No traditional IDE, no manual setup. Gemini translated my prompt into a working, end-to-end application with editable code, real-time preview, and instant deployment, demonstrating how natural-language development can accelerate product creation.

LoveCard.ai addresses a universal human challenge: expressing feelings in a meaningful, beautiful, and effortless way. Whether for Valentine’s Day, anniversaries, apologies, or spontaneous affection, the app enables anyone to create a touching, share-ready card in seconds.

This project showcases how Gemini 3 Pro can convert a simple idea into a polished multimodal product—bridging human emotion and AI creativity at scale.",Gemini,"gemini, studio, emotional, into, lovecard, multimodal, application, natural, prompt, generation",,https://lovecard-ai.vercel.app/,,True,False,False,1749.0,https://www.kaggle.com/competitions/gemini-3/writeups/new-writeup-1764965933131
39,Vibe‑Check Anthropologist: Street Smarts for Business,AI that reads the street so your business doesn’t miss the vibe,,Overall Track,"Hackathon Writeup · Dec 12, 2025","Vibe-Check (also known as VIBE OS) is an intelligent tool that scans photos or videos of streets and neighborhoods to understand their ""culture.""

It uses Google's Gemini AI to look at a scene like a human anthropologist would, noticing small details about fashion, architecture, and atmosphere that others might miss.

What is it used for?

Key Features

How to use it",Gemini,"vibe, check, also, known, intelligent, tool, scans, photos, videos, streets",,https://vibe-check-anthropologist.netlify.app/,,True,False,False,369.0,https://www.kaggle.com/competitions/gemini-3/writeups/new-writeup-1764966341916
40,VerifyMate: The Accessible AI Fraud Guard,Protecting vulnerable users from scams with a single click—powered by Gemini Multimodal analysis.,,Overall Track,"Hackathon Writeup · Dec 12, 2025","In the age of AI-generated phishing and sophisticated SMS scams, the most vulnerable among us—our elderly relatives and non-technical friends—are being left behind. Existing security tools are often too complex, filled with jargon like ""hash mismatch"" or ""certificate error.""

We asked ourselves: How can we build a fraud detector that our grandparents could actually use?

VerifyMate is a high-accessibility, personal fraud detection tool designed to verify screenshots of emails and text messages. It strips away the complexity of cybersecurity and replaces it with a simple, traffic-light interface:

Instead of just flagging a message, VerifyMate acts as a patient expert, explaining why something is suspicious in plain English (e.g., ""The sender claims to be your bank, but the email address is a generic Gmail account"").

VerifyMate leverages the multimodal capabilities of the Gemini API to ""see"" and ""reason"" like a security analyst.

This project started with a personal realization: our own family members were getting bombarded with ""urgent"" texts and emails—from ""banks,"" ""delivery services,"" and ""government agencies""—and they didn't know who to trust. They weren't struggling with complex software; they were struggling with the messages themselves. We realized they didn't need a technical firewall; they needed a ""knowledgeable friend"" to look at a screenshot and give them a simple, honest answer.",Gemini,"verifymate, technical, security, complex, like, fraud, personal, emails, messages, simple",,,,False,False,False,1415.0,https://www.kaggle.com/competitions/gemini-3/writeups/new-writeup-1764966354750
41,StoryPlay: Adaptive Learning,AI-driven engine for simulating adaptive learning pathways,,Overall Track,"Hackathon Writeup · Dec 12, 2025","StoryPlay is an interactive learning tool designed to build reading skills for young students. It turns reading into a conversation to help children understand stories better instead of just reading words. The tool focuses on developing two main skills. Recall helps with story comprehension and understanding cause and effect while reasoning helps with prediction and deep engagement. It creates an adaptive personalized path for every learner.

I have built this using the Gemini API to run a team of smart helpers. A Question Agent creates questions from parts of the story and switches difficulty based on how the student does. To stop students from getting bored the system moves them up to harder questions after two correct answers in a row. To stop them from getting frustrated it moves them back to easier questions after two wrong answers in a row. If a student makes a mistake a Scaffolding Agent gives a helpful hint to guide them to the right part of the text.

StoryPlay is important because it changes how we teach reading. By giving hints and adjusting the level it keeps young learners happy and focused. This project shows how AI can act like a patient tutor that builds strong reading skills for the future.",Gemini,"reading, them, skills, questions, storyplay, tool, young, students, helps, story",,,,False,False,False,1226.0,https://www.kaggle.com/competitions/gemini-3/writeups/new-writeup-1764966646754
42,Data Framelet,"AI instrument that transforms unstructured ideas into a navigable geometry of meaning, enabling precise strategic discovery through algebra",,Overall Track,"Hackathon Writeup · Dec 5, 2025","DataFramelet is a cognitive observatory that fuses the reasoning capabilities of Large Language Models with the mathematical purity of high-dimensional vector spaces. Unlike traditional analytics tools that merely sort numbers, DataFramelet allows you to ""forge"" raw text into structured concepts, survey semantic ""districts"" within your data, and perform semantic calculus finding the geometric relationship between ideas. With a persistent memory core and a navigable ""planetarium"" view, it turns ephemeral data into a permanent, explorable map of strategic insight.",,"dataframelet, into, semantic, data, cognitive, observatory, fuses, reasoning, capabilities, large",,,,False,False,False,568.0,https://www.kaggle.com/competitions/gemini-3/writeups/data-framelet
43,Event Organizer WebApp,Eventaa — started with a simple idea: to make discovering and organizing events seamless and enjoyable for everyone.,,Overall Track,"Hackathon Writeup · Dec 5, 2025","Why Choose [Eventaa]?
We are more than just a platform; we are a partner in your success.

Powerful Tools for Organizers: From creation to analytics, we provide a full suite of tools to make your event a success.
Seamless Experience for Attendees: A user-friendly interface to discover, book, and manage tickets for events.
AI-Powered Recommendations: Our smart engine helps users find events tailored to their interests.
Secure & Reliable: We use industry-standard security and a robust infrastructure to keep your data safe and your events running smoothly.",,"your, events, success, tools, choose, eventaa, more, than, just, platform",,https://biolink12.vercel.app/,,True,False,False,559.0,https://www.kaggle.com/competitions/gemini-3/writeups/new-writeup-1764967065291
44,Nutriscale AI: Precision Nutrition Through AI + Smart Weighing,"AI that gives families real confidence—turning photos, weights, & menus into clinically accurate nutrition for safer eating in everyday life",,Overall Track,"Hackathon Writeup · Dec 6, 2025","Nutriscale AI: The First Weight-Aware, Vision-Powered Clinical Nutrition System

Nutriscale AI pushes nutrition technology into territory previously limited to hospitals and research labs. It delivers ingredient-level accuracy by unifying three modalities—computer vision, real-time weight changes, and intelligent menu ingestion—into a single, end-to-end system built entirely in Google AI Studio.

How It Was Created
The project uses a modular agent architecture engineered in AI Studio:

Gemini Vision Pipeline: A custom segmentation and food-understanding model that identifies dishes, isolates components, predicts ingredients, and interprets volume using monocular depth and shape priors.

Smart-Tare Algorithm: A novel weight-delta method that transforms ordinary kitchen scales into multi-component measuring devices, capturing exact grams for each ingredient as users add or remove items.

Menu Intelligence: OCR + Gemini reasoning convert any menu photo into structured dishes, ingredient sets, and safe-to-eat recommendations—solving one of the hardest problems in metabolic nutrition.

Clinical Nutrition Engine: A deterministic pipeline powered by FoodData Central, specialized amino-acid datasets, and embedding-based food similarity models to compute precise macro, micro, and amino-acid profiles.

Why It Matters
For people managing metabolic disorders like HCU or PKU, precision is not optional—small nutritional errors can cause irreversible harm. Existing apps routinely miss the mark by 30–50%. Nutriscale AI replaces estimation with measurable truth.

Impact
Nutriscale AI reduces logging time from minutes to seconds, enables safer restaurant dining, and produces research-grade nutrition logs suitable for clinicians and large-scale studies. Its architecture generalizes far beyond rare conditions, defining a new standard for accessible, intelligent, and medically meaningful nutrition technology.",Gemini,"nutrition, nutriscale, into, weight, vision, ingredient, menu, powered, clinical, system",https://github.com/sabrina-heyfairy/Nutriscale-AI,,https://youtu.be/dw9nanPlGEU,False,True,True,1921.0,https://www.kaggle.com/competitions/gemini-3/writeups/nutriscaleAI
45,Foodnation_Final_Submission,Marketplace as a Service - Ecosystem for Global Ecommerce and Cross-Border Payment,,Overall Track,"Hackathon Writeup · Dec 6, 2025","A cross-functional AI coding agent for e-commerce ecosystems, featuring payment integration simulation, logistics mapping with Google Maps grounding, and market research tools.

the tool uses gemini 3 pro to help businesses and  ecommerce ecosystem simplify their deployment to new market while scaling their data for efficiency and performance across markets.

The coding agent can build any mobile app and marketplace solution for you with google search tool.

it also have a cross-functional agent that handles operation, marketing, sales and marketing and finance.

The use case here is to help local and global businesses set up solution that is easy to use with a simple prompt that understand their businesses location, payment and operational challenges

Youtube link to Demo : https://youtube.com/shorts/k4yZNpHoli0?feature=share

project Link : https://ai.studio/apps/drive/1UbsYsS9EW8HAxDu_lGDu2vA6QFvw8aCr?fullscreenApplet=true",gemini,"agent, businesses, their, cross, functional, coding, payment, google, market, tool",https://github.com/eOlawale/6Lab-Marketplace-Solution,https://foodnation247.vercel.app/,https://youtube.com/shorts/k4yZNpHoli0?feature=share,True,True,True,939.0,https://www.kaggle.com/competitions/gemini-3/writeups/new-writeup-1764969342900
46,DailyHealth AI,Multi-Agent app for personalized daily healthy lifestyle.,,Overall Track,"Hackathon Writeup · Dec 5, 2025","The goal of this project is to provide access to personalized health coaching. While we visit doctors for acute illnesses, the majority of health outcomes are determined by daily decisions. Furthermore, generic health advice fails to account for individual medical histories and genetic backgrounds. There is a critical need for a system that bridges the gap between clinical medical records and daily lifestyle choices to prevent disease, reduce medical burdens, and improve overall quality of life.

Personal health is a multimodal challenge involving distinct, complex domains: nutrition, physiology, sleep science, psychology, and medicine. A single general-purpose AI model often struggles to maintain deep expertise across all these verticals simultaneously. An agentic architecture is the ideal solution because it allows for separation of concerns. These agents can operate independently to gather deep data, and then collaborate to form a holistic view of the user, mirroring a real-world board of health experts.

I built DailyHealth AI, a comprehensive health application powered by Google Gemini's API in the AI Studio. The architecture utilizes a Multi-Agent System consisting of five specialists: a Dietitian, Trainer, Sleep Specialist, Counselor, and Medical Specialist. These agents operate sequentially throughout the day to ingest multimodal user data (images, text, metrics). At the end of the day, a Lead Coordinator Agent aggregates these distinct logs, retrieves long-term context (medical history), and synthesizes a ""Daily Board Meeting"" report. This generates a cohesive strategy for the user's next day, helping to improve life quality through a healthy lifestyle.",Gemini,"health, medical, daily, user, system, lifestyle, improve, quality, life, multimodal",https://github.com/Jiawei-Xing/DailyHealthAI,,,False,True,False,1690.0,https://www.kaggle.com/competitions/gemini-3/writeups/dailyhealth-ai
47,Trade Vision AI,An app that analize physical shelves and give insigths for SME's,,Overall Track,"Hackathon Writeup · Dec 12, 2025","Trade Vision AI
AI-Powered Intelligence for Physical Point of Sale

Project Description

Trade Vision AI is an artificial intelligence platform designed to bring clarity, structure, and expert-level decision-making to the physical point of sale.

The application analyzes in-store execution using computer vision and advanced analytics, transforming real-world retail conditions into actionable intelligence for CPG and trade marketing teams.

Trade Vision AI evaluates key trade marketing variables, including Share of Shelf, stock-out detection, and price compliance, identifying gaps between planned strategy and actual in-store execution. The platform continuously monitors these variables to detect performance issues, competitive threats, and lost sales opportunities at the shelf level.

Beyond diagnosis, Trade Vision AI acts as a virtual Trade Marketing expert. It generates clear, prioritized recommendations,such as shelf reallocation, pricing corrections, replenishment actions, and execution improvements, based on best practices in CPG trade marketing and retail operations.

By turning physical retail data into structured insights and recommendations, Trade Vision AI enables brands to move from reactive store visits to proactive, intelligence-driven execution, improving availability, visibility, and commercial performance where sales truly happen.",,"trade, vision, intelligence, execution, marketing, physical, store, retail, shelf, point",,,,False,False,False,1367.0,https://www.kaggle.com/competitions/gemini-3/writeups/ai-trade-expert
48,Axilo Voice Agent,The Enterprise Orchestration Platform for Next-Generation Voice AI Agents,,Overall Track,"Hackathon Writeup · Dec 6, 2025","The Enterprise Orchestration Platform for Next-Generation Voice AI Agents

Axilo handles the complexity of voice infrastructure, enabling any business or enterprise to automate calls faster, better, and more cost-effectively at scale. We enable businesses to automate calls with multilingual, realistic Voice AI agents. Businesses handle tens of thousands of calls every day, across various departments, including sales, support, collections, recruitment, and more. Axilo gives them the power to build and deploy Voice AI Agents directly from their transcripts and FAQs, allowing them to start automating calls immediately.

For global enterprises, phone calls remain a critical, high-volume channel across sales, support, and operations. Yet, the existing system is inefficient and incapable of handling real-world complexity:

Linguistic Complexity: Conversational AI must fluidly adapt to diverse regional accents, dialects, and spontaneous code-switching (e.g., mixing English with a local language), something only a natural, adaptive AI can manage.

Context-Dependent Performance: There is no ""one model to rule them all."" A support call requires high noise cancellation and low latency, while a recruitment call demands superior reasoning and complex context management. Integrating and managing hundreds of siloed models is an unwanted burden.

Cost Inefficiency at Scale: Automating millions of calls demands an engine engineered for efficiency—leveraging smaller, specialized models and intelligent routing to minimize operational costs.

Axilo is an enterprise-grade Voice AI Orchestration platform purpose-built to deploy thousands of concurrent, high-performance voice agents in days, not months.

Enterprise-Grade Performance: Sub-500ms latency, robust interruption handling, and fluent adaptation across multiple languages and accents.

Intelligent Routing: Axilo automatically selects the optimal model blend (including Gemini 3 Pro) for the specific call context, maximizing ROI whil",Gemini,"voice, calls, axilo, enterprise, agents, scale, complexity, cost, across, support",https://github.com/jahidhasanlinix/Axilo,https://axilo-agent-builder-257465215720.us-west1.run.app,https://youtu.be/u94L2HKgTA8,True,True,True,2277.0,https://www.kaggle.com/competitions/gemini-3/writeups/Axilo-Voice-Agent
49,AI Discussion Board,"Simulate high-level debates with Gemini 3 Pro. Watch AI personas negotiate, vote, and visualize ideas in real-time.",,Overall Track,"Hackathon Writeup · Dec 12, 2025","AI Discussion Board transforms solitary ideation into a dynamic, multi-perspective collaboration powered by Gemini 3 Pro.

The Vibe:
Imagine a boardroom where Demis Hassabis (Science), Sam Altman (Scale), and Elon Musk (Truth) debate the future of AI. This app simulates their distinct philosophies and negotiation styles, turning abstract topics into intense, unscripted drama.

How it works:
Users set a topic, and a team of AI agents—guided by an expert Moderator—engages in a structured debate. The system leverages Gemini 3's advanced reasoning to employ facilitation techniques like Six Thinking Hats and Fist-to-Five voting to drive consensus. Simultaneously, a real-time Whiteboard parses the chaotic conversation into structured JSON sticky notes, visualizing insights instantly.

Tech Stack:
Built entirely in AI Studio, the app features a robust Multi-Model Fallback Chain (Gemini 3 Pro → Flash Lite). It ensures long-running coherence by automatically summarizing context when token limits are approached, blending high-level reasoning with cost-effective execution.

Impact:
This tool democratizes high-level consulting. It allows users to stress-test ideas against the world's greatest (simulated) minds, turning ""what if"" into actionable insights.",Gemini,"into, gemini, multi, debate, turning, users, structured, reasoning, insights, high",,,,False,False,False,1262.0,https://www.kaggle.com/competitions/gemini-3/writeups/new-writeup-1764970631432
